curve_family,bootstrap,omega_action,omega_athlete,omega_action_x_athlete,omega_trial_residual,context_relative_reliability_all_cells_n10,context_relative_reliability_pooled_fixed_actions_n10,context_relative_reliability_athlete_across_actions_n50
racket,21,0.35771332430513714,0.010711963201078265,0.2611898671259958,0.37038484536778876,0.9444411875063806,0.8801111970346072,0.19308410495515035
racket,22,0.27772198791138714,0.02030151209641032,0.31211606632446537,0.3898604336677373,0.9399406789930083,0.8950305245298225,0.2757593616144278
racket,23,0.31036323113958547,0.011912045568702408,0.2968150489654015,0.3809096743263105,0.9420388744594582,0.8901701739043668,0.19013361176122137
racket,24,0.34585563273529846,0.016180486913840993,0.23858803483780916,0.3993758455130514,0.9376522478359887,0.8644833490139846,0.2824982622144051
racket,25,0.32167861121264707,0.018662051215109818,0.29730808009377313,0.3623512574784701,0.9462294210411898,0.8971192933045556,0.2688233809377877
racket,26,0.26153993559458416,0.024317193586936667,0.304248962439087,0.40989390837939216,0.9350504131668671,0.8890846283169772,0.31832259374743244
racket,27,0.33447375631969833,0.013766605138994099,0.2853217490677479,0.36643788947355965,0.9453245801385419,0.8908540939717624,0.22011885549777166
racket,28,0.31415619552058427,0.011619565093451342,0.28014756376087124,0.3940766756250931,0.9389341778794795,0.8810064413449235,0.1948793151899291
racket,29,0.30975933121352467,0.014243371590891285,0.2659053915095307,0.4100919056860533,0.9350006862211115,0.8723083451613103,0.23767509368881964
racket,30,0.32502895167242857,0.010870737011929801,0.2863121924329495,0.37778811888269215,0.9427585687364383,0.8872145465392273,0.18163688864099414
racket,31,0.29943128874295927,0.02755012385649856,0.3167996614044748,0.3562189259960673,0.9475688297658057,0.906251190088233,0.33788301178023883
racket,32,0.3511483690354273,0.00802575038630395,0.2964170553222977,0.34440882525597105,0.9500879964013911,0.8983696066781609,0.13701285706294836
racket,33,0.30602098596750504,0.012503091510685028,0.27484810758892725,0.4066278149328827,0.9358666577746005,0.8760333891263159,0.20954948041808247
racket,34,0.2943335807502349,0.010611174691982805,0.26988784217897843,0.4251674023788038,0.9311301760113239,0.8683756463819993,0.18612926399233792
racket,35,0.33534647385642374,0.015155319707213686,0.25270433387726166,0.3967938725591009,0.9382792326956949,0.870977723194162,0.2586437052164873
racket,36,0.31382829280156027,0.009320529581811008,0.2779007895821337,0.39895038803449506,0.9377558752450987,0.8780402207601427,0.16361231940148116
racket,37,0.343951555219593,0.006802559616737662,0.27982646593060007,0.3694194192330692,0.9446581341189446,0.8858304803670051,0.12442560534172402
racket,38,0.371628309478055,0.01832114075524897,0.2584766588376215,0.35157389092907465,0.9485689909318417,0.887299873930546,0.2927986203729281
racket,39,0.2964543493661282,0.02076731545512399,0.2906860468472619,0.39209228833148585,0.9394093611538705,0.8881853102545694,0.29448010536305047
racket,40,0.3397879079838327,0.017582784406617983,0.279954745543161,0.3626745620663883,0.9461581965573891,0.8913513646867928,0.26864114715123266
racket,41,0.3499135788484012,0.0176365466480364,0.2273170104040054,0.40513286409955707,0.9362377483041742,0.858080588559319,0.3101031715179701
racket,42,0.3367159046847511,0.013786155479846556,0.29084760565247586,0.3586503341829265,0.9470403795741773,0.8946691324836354,0.2172544681200883
racket,43,0.30426801437033085,0.02083729428934998,0.28104764999378523,0.3938470413465339,0.9389893008495456,0.8845935924356276,0.3020274480035046
racket,44,0.31957866943439817,0.008075255013686744,0.27775761908986957,0.3945884564620456,0.9388111994161727,0.8786970486781547,0.14502064324898312
racket,45,0.31161251278202945,0.0372020855206856,0.27245055014526354,0.3787348515520215,0.9425409417315341,0.8910197453195379,0.44355279101246803
racket,46,0.29726599686274024,0.010200238390796824,0.3124072874839907,0.3801264772624723,0.9422200231090884,0.8945909005958669,0.16054466064778475
racket,47,0.3223292288854428,0.014813605548215088,0.269245723793889,0.39361144177245305,0.9390458190988502,0.878297302119031,0.2428462673426392
racket,48,0.33862865358138033,0.00852043750567802,0.26033806160277656,0.39251284731016506,0.9393088728612639,0.8726061722484383,0.1601029531290458
racket,49,0.32269350472834607,0.005599862831749078,0.27194781928176126,0.39975881315814366,0.9375588635416243,0.8741010560474127,0.10715999292471258
racket,50,0.35006457786396933,0.01670004807894687,0.2751691808816343,0.3580661931754495,0.9471676501262184,0.8907254852449398,0.26194045093870966
racket,51,0.34454576971929,0.020973854045538372,0.3015539458560172,0.33292643037915437,0.9524639503788619,0.9064341476198463,0.2899239743467273
racket,52,0.32184671030720663,0.01881472193319918,0.27536185155422405,0.38397671620537005,0.9413257303226524,0.8845440614077847,0.28512214823986465
racket,53,0.3219175944520032,0.019939231342946735,0.26758885064467786,0.3905543235603723,0.9397758433619839,0.8804121131633746,0.3028473162624545
racket,54,0.29092196697770106,0.00893076586817342,0.31812209274761427,0.38202517440651124,0.9417801942627215,0.8954087470166404,0.14125475663852358
racket,55,0.2868183329208434,0.01560806204713002,0.32912798117294706,0.36844562385907953,0.9448763900386877,0.9034422561193974,0.21771336266987248
racket,56,0.36344996866503054,0.019630267077494885,0.27348245491152945,0.3434373093459451,0.9502917763369089,0.8951197002594864,0.29583496112549823
racket,57,0.3164191295118018,0.009818370851128225,0.29720141733533345,0.3765610823017366,0.9430397949564214,0.8907492266745106,0.16200022308836245
racket,58,0.2859835648962116,0.011320915453845053,0.307903414506993,0.3947921051429503,0.9387622147467107,0.8899391668618561,0.17701618892488394
racket,59,0.3553858761209657,0.010463673257427631,0.3032388000836241,0.3309116505379825,0.9528736393333603,0.9045796652817445,0.16847948632964582
racket,60,0.308123770056931,0.018208342401742517,0.2883151058839012,0.3853527816574253,0.9410038107699785,0.8883225514623477,0.26957203113572875
racket,61,0.301312901998728,0.01601755584798508,0.27627103032857975,0.4063985118247072,0.9359236797405498,0.877932172136308,0.25257356114742796
racket,62,0.3258473989635551,0.010223004851582574,0.3051019153313414,0.35882768085352096,0.947001700803903,0.897830345735648,0.16417377023856317
racket,63,0.311126987638198,0.009567350200365537,0.3026643082151466,0.3766413539462898,0.943021426111662,0.8923561355668479,0.15615861836954503
racket,64,0.2936983534774809,0.016226810499276694,0.3059192973527325,0.3841555386705098,0.9412839651288932,0.8934563545000985,0.2369089158013928
racket,65,0.34394063396702174,0.0119721497135445,0.2527466052081846,0.3913406111112492,0.9395886742739797,0.8712071797718882,0.2160996794765284
racket,66,0.3014160080918991,0.012507054383486406,0.3071510186800291,0.37892591884458543,0.9424969525246905,0.8940217552385976,0.19252884406390328
racket,67,0.3392407984575166,0.012797160714184271,0.2654428151264325,0.38251922570186675,0.9416653725628261,0.8791377511959688,0.21945754584596014
racket,68,0.3552658291065113,0.007854367335736275,0.27801780982312724,0.35886199373462513,0.9469942151631042,0.8884684844565122,0.14180917858243586
racket,69,0.3350128142341681,0.012078678373190528,0.2521351493656693,0.400773358026972,0.9373109863290154,0.868292804377726,0.21788071927357283
racket,70,0.3648675872556921,0.025602640799483694,0.24104965741599343,0.3684801145288307,0.9448686694521623,0.8785898719736152,0.3820956007974061
racket,71,0.30427756018217,0.019162026363748193,0.30228919604925325,0.3742712174048286,0.9435621073479288,0.8957108380870257,0.2706840027531322
racket,72,0.3460043865216262,0.019976988298800777,0.287456814874466,0.34656181030510685,0.9496345523158759,0.898692792449993,0.2893468565528886
racket,73,0.300990247454757,0.016316503693435083,0.27591755911695215,0.40677568973485584,0.9358298653060584,0.8778127133752611,0.2563123057149076
racket,74,0.32585665502354,0.007308282501813841,0.2873927923090197,0.3794422701656264,0.9423779586046819,0.885931871551725,0.1294145221413245
racket,75,0.3527608053245127,0.0062554682785099765,0.2732106175343357,0.3677731088626416,0.9450267864162599,0.8837056796437841,0.11799101136096955
racket,76,0.320149755467898,0.015077273642254724,0.28003374642975365,0.38473922446009373,0.9411474982671972,0.8846652904786573,0.23920019600180953
racket,77,0.3209461390430256,0.022182330741324894,0.2718686211891089,0.3850029090265406,0.9410857763620655,0.884227493559608,0.32252490016102214
racket,78,0.3269180227122325,0.007901847618015585,0.26323512739265237,0.40194500227709956,0.9370238435646676,0.8708948390234744,0.14877094584060513
racket,79,0.37505928062068794,0.018685673024215005,0.24510382071088402,0.3611512256442129,0.9464932528551365,0.8795779704559384,0.30763298867255656
racket,80,0.31196460663508224,0.022458540143066523,0.29827931135718233,0.3672975418646689,0.9451329746157916,0.8972501183263671,0.3059909870854756
racket,81,0.2975231992480238,0.011812462298553065,0.29376058048901366,0.3969037579644096,0.938252641397067,0.8850432056798289,0.19023034975392536
racket,82,0.3322163124791073,0.012830370029359668,0.2610356475934779,0.39391766989805505,0.9389723504517236,0.8742512750688218,0.2225587198272913
racket,83,0.2900665188674771,0.01568086175202888,0.29045824363756084,0.40379437574293325,0.9365686693022175,0.8834710626770066,0.23963460307040244
racket,84,0.3159391189426343,0.020624130668050935,0.29549157690386885,0.36794517348544586,0.944988333043688,0.8957397242972005,0.2900753813749105
racket,85,0.333712894925869,0.008794845678520093,0.2809309766929032,0.3765612827027077,0.9430397491029563,0.8849779952851345,0.15464313419637327
racket,86,0.30803871646206993,0.01896557726370963,0.3047121761763293,0.3682835300978912,0.9449126644203445,0.8978426374730089,0.2672015250004036
racket,87,0.2820817372310332,0.01964363613482524,0.323593573914398,0.37468105271974345,0.9434688636000147,0.9015823951909816,0.26252829100178493
racket,88,0.34595539111799684,0.0073825011961561925,0.25319772669506446,0.3934643809907825,0.9390810788656403,0.8688131381410718,0.1450573550716559
racket,89,0.32179001007986996,0.02453094330282265,0.28379819575122656,0.3698808508660808,0.944554513593566,0.8928866488526451,0.3357479022753061
racket,90,0.34966498798877593,0.015085662470635228,0.24579582549243753,0.38945352404815137,0.9400371941501493,0.8701071846768984,0.2630464163224588
racket,91,0.3631388486100635,0.028887099201146915,0.2786970747956053,0.3292769773931842,0.9532044851412632,0.9032994134053554,0.3779342048399743
racket,92,0.33069045653063633,0.012067510275982712,0.2974992941111042,0.35974273908227683,0.9468018392287979,0.8958900224375566,0.19200533872917236
racket,93,0.3178988366395082,0.016577365512172863,0.26062917558265786,0.40489462226566114,0.9362967417591739,0.8725528121120082,0.2701427317302638
racket,94,0.28997452907570515,0.008048885679598156,0.29164986529219983,0.4103267199524968,0.934941676287735,0.8795747347340548,0.13871421451075586
racket,95,0.3070576721929739,0.015233272729681812,0.2828191143408627,0.39488994073648154,0.9387386719400085,0.8830099173624609,0.23919308517160698
racket,96,0.34153336016171526,0.016958386497879282,0.2785676769605042,0.3629405763799011,0.9460995470459609,0.8906212874672271,0.2625294316501116
racket,97,0.3478152552526938,0.005550205904085411,0.2762067841193165,0.3704277547239043,0.944431531964584,0.8838055121691131,0.10507886961266938
racket,98,0.30005375496233627,0.017904508378476992,0.29794506363250245,0.3840966730266842,0.94129771586583,0.8915775143166783,0.2600798877446161
racket,99,0.3569254587579226,0.0178404371451272,0.2566268836895555,0.36860722040739474,0.9448402111614164,0.8816016645969497,0.2884922018629665
racket,100,0.28945878307542455,0.02124973592419904,0.2802865185817989,0.4090049624185775,0.9352733259651488,0.8805604358979163,0.3065123395363387
racket,101,0.31803625970895155,0.01379482257984839,0.27403746109175203,0.394131456619448,0.9389210226615479,0.8795608979406923,0.22695757109632422
racket,102,0.340899463329725,0.017371970289334716,0.2867044620896686,0.35502410429127174,0.9478272707463287,0.8954516419941192,0.2618648091397233
racket,103,0.334256739871815,0.006951823876489753,0.29144467737098834,0.3673467588807069,0.9451219913674263,0.8903871725631399,0.12249817966862603
racket,104,0.3252079014725139,0.01986163236831996,0.2785574620050235,0.3763730041541426,0.9430828178260764,0.888003022709707,0.29406146163708496
racket,105,0.3537951440877209,0.016011339444620416,0.27201171112558203,0.3581818053420767,0.9471424766357147,0.8893958610148086,0.2560152711267699
racket,106,0.36559527339812353,0.0130628471021563,0.2612871016512814,0.3600547778484388,0.9467335742262989,0.8839863114801935,0.2259582817090885
racket,107,0.31153724841351516,0.025982821541192185,0.28819522065588393,0.3742847093894087,0.9435590393680492,0.893550120544946,0.3452271436412584
racket,108,0.33221313653074575,0.01416728674905911,0.28036528287859186,0.3732542938416033,0.9437930254961845,0.8875259011525835,0.2279934237381571
racket,109,0.30191919174933646,0.015405391699789054,0.2817087355325926,0.4009666810182819,0.9372636726297325,0.8810931658872654,0.24186793168046836
racket,110,0.3419133075521361,0.011618786849292748,0.25587481626164943,0.39059308933692166,0.93976662507111,0.872585425226673,0.20909672085406605
racket,111,0.31652873096924933,0.020886338484129192,0.275643436571521,0.3869414939751006,0.9406306225596704,0.8845722319472558,0.3066257394857687
racket,112,0.3396754582011418,0.019924440541741036,0.2582517823348907,0.38214831892222645,0.9417515889978516,0.8792164591374392,0.31015517726668956
racket,113,0.3300808701673173,0.014726195242534417,0.28027720283498075,0.3749157317551675,0.9434154238175256,0.8872416835832825,0.23490957860553424
racket,114,0.3152182574619148,0.018876905060993973,0.30425533513576447,0.36164950234132676,0.9463838072988359,0.8993453018912798,0.2666544921719595
racket,115,0.3315791802989357,0.006310299968603723,0.2708591980401073,0.3912513216923533,0.9396099494430307,0.8763016237511725,0.11960914655956872
racket,116,0.3132862911112492,0.02001252642472205,0.2679205861951457,0.398780596268883,0.937797196360736,0.8783505169955874,0.3032420313390222
racket,117,0.3286711293577907,0.009833861952096224,0.2802769019993551,0.381218106690758,0.9419674292621525,0.8838573206417772,0.17008480035352827
racket,118,0.2611312986246282,0.01237206722186069,0.2947161724513269,0.4317804617021842,0.9293781210997312,0.8767279412397626,0.19659828530136514
racket,119,0.3101923247311807,0.013720787525479233,0.2858555489147506,0.39023133882858935,0.9398526088333241,0.884751343982838,0.21895752985833186
racket,120,0.3052996565452389,0.009634171107793785,0.28908551472713706,0.3959806576198303,0.9384757695161079,0.8829559915934833,0.16291818570958783
racket,121,0.3042643332758365,0.004805630819517852,0.27653109656716407,0.41439893933748145,0.9339119819367618,0.8716143264520714,0.09192897170519168
racket,122,0.3149114079768214,0.025064743714760945,0.2635495091496514,0.39647433915876634,0.93835651049606,0.8792200384249736,0.3564827278278552
racket,123,0.34240750307385026,0.014301935105746325,0.2712883107882052,0.37200225103219825,0.94407646061284,0.8847542649313653,0.2353969894486688
racket,124,0.3142271029783431,0.020354903369537804,0.26304997904905486,0.4023680146030643,0.9369199398224959,0.8756748482517401,0.3105826784382575
racket,125,0.2981142136860556,0.026706819426535678,0.28689661414286566,0.38828235274454304,0.9403143785593493,0.8898276213320173,0.3522527966265865
racket,126,0.31303242785532887,0.017036629621627056,0.28063345140588536,0.38929749111715883,0.9400741748387099,0.8843441213395344,0.261673132742159
racket,127,0.33203537086265206,0.005684587552322101,0.24772895249714424,0.41455108908788163,0.9338732762941431,0.8594116090155889,0.11756047035113587
racket,128,0.3091571365454495,0.016442198414137445,0.2924721634951519,0.38192850154526103,0.9418026436519625,0.8899681457857338,0.24739748142846676
racket,129,0.30310114403092997,0.018260618643905116,0.28658534255320256,0.3920528947719625,0.9394187678235301,0.8860481123078087,0.27120394416682003
racket,130,0.3380891729795679,0.022787925443304612,0.2654475292373424,0.3736753723397851,0.9436974862586547,0.8852358910639971,0.3337679079495693
racket,131,0.29493750262289503,0.009379870026954146,0.3165164747474241,0.3791661526027266,0.9424416111871731,0.8957799214831124,0.1479556376778517
racket,132,0.3092000496962882,0.010941142436363852,0.3043343447744796,0.3755244630928683,0.9432766480249962,0.8935672526417348,0.17390278141530963
racket,133,0.342542805468907,0.007358899389382102,0.2633157932115038,0.3867825019302071,0.9406680434776705,0.8749704792083116,0.1400784213663374
racket,134,0.3358371118130378,0.016719214521625416,0.2842511366430208,0.36319253702231596,0.9460439575458093,0.8923202696490864,0.25601719329721684
racket,135,0.34393960552333025,0.022884442944190335,0.24868020146626593,0.38449575006621345,0.9412044497023546,0.8759748018045158,0.3487801838643589
racket,136,0.3155179437857395,0.02583448987123029,0.2635857583650794,0.39506180797795076,0.9386972988453123,0.8798935649111405,0.36344465175326196
racket,137,0.3467577552012906,0.021777288936300997,0.2683622824420667,0.3631026734203416,0.9460637882432178,0.8887722919871521,0.321603668474718
racket,138,0.3114076459865219,0.007411848669193683,0.2384407020630775,0.44273980328120693,0.9263982296974828,0.8473976848435665,0.15242009715106303
racket,139,0.31785312564355434,0.006711996946116744,0.2812540649357974,0.39418081247453146,0.9389091685258412,0.8795968525822068,0.12225501014999997
racket,140,0.3007061486957722,0.014867645044859212,0.28543762103383846,0.3989885852255301,0.9377465767285926,0.8827208265939809,0.23314282975890488
racket,141,0.3297842111634806,0.010391213837012775,0.27062513168961005,0.3891994433098965,0.9400974045457646,0.8783509543468452,0.18296731145017595
racket,142,0.31004690609935487,0.006813930277865711,0.2948738965470714,0.3882652670757081,0.9403184156253912,0.8859768279816017,0.11901272237029295
racket,143,0.29360562456258166,0.006660804370620054,0.31870939256468,0.38102417850211817,0.9420123577855595,0.8951711454996509,0.10910566264376981
racket,144,0.30331605742016093,0.009717068529376217,0.2893597273284164,0.39760714672204645,0.9380822335082147,0.8826555105719778,0.16394845263333263
racket,145,0.3175140229314655,0.020504377602585614,0.29174821354687214,0.3702333859190767,0.9444752602472497,0.8939997422114859,0.2914077270857222
racket,146,0.3072574894168078,0.019991161412940727,0.2593559062902611,0.41339544287999036,0.9341668403360978,0.8710905203328746,0.30948403116356804
racket,147,0.33746357467096844,0.017147327577542264,0.25025581495808297,0.39513328279340637,0.9386800870757208,0.8712570616545292,0.2849636284667845
racket,148,0.328027806582156,0.011539209462664778,0.2661587543145565,0.3942742296406228,0.9388867274128242,0.8756724481467394,0.20168771408313751
racket,149,0.32806391263539286,0.008289288180089173,0.2716451213028384,0.3920016778816795,0.9394309962097842,0.8771672812035389,0.15107100280262648
racket,150,0.2790131788932331,0.015972982271352878,0.27388612285995234,0.4311277159754617,0.9295525745253339,0.8705212823945064,0.2533071554568389
racket,151,0.38440049866434745,0.023332504931620188,0.2251942066639338,0.3670727897400986,0.9451831117360688,0.8713081884080096,0.3757946192833725
racket,152,0.32698780901985197,0.016101653422356088,0.2745515818942547,0.3823589556635372,0.941702637735641,0.8837422949682092,0.25503618380908527
racket,153,0.3129670375142086,0.0050257739864670034,0.2760262153038829,0.4059809731954415,0.9360274159390553,0.8737817926696763,0.09594208715434659
racket,154,0.34407742441277245,0.0023753526299974516,0.28995922386206724,0.3635879990951629,0.9459566320870259,0.8893838375827358,0.04575566313931924
racket,155,0.36385158536431833,0.021553469750259752,0.29852688677046396,0.316068058114958,0.9558279605217127,0.910128064948704,0.2978582043249305
racket,156,0.28935000687512574,0.020387493863872473,0.265853502969765,0.42440899629123674,0.9313289501724629,0.8708754571338791,0.30838227613149694
racket,157,0.27783244699688675,0.026778049034105786,0.28107081552346397,0.4143186884455436,0.9339323902932599,0.8813794610398559,0.3570204357231747
racket,158,0.32290384756873125,0.01868373286050341,0.3025556937578633,0.3558567258129021,0.9476472603521243,0.9002713860064571,0.26578706003140373
racket,159,0.33133903665382514,0.009493152618647627,0.26800718712916594,0.39116062359836135,0.9396315548572229,0.8764559823829449,0.17115608311616218
racket,160,0.3405282129039534,0.01933074364336912,0.2540956985911357,0.3860453448615418,0.9408413288787465,0.8762798011534787,0.30699876703418816
racket,161,0.35410661240092833,0.02182508448682567,0.26257399894155786,0.36149430417068806,0.9464179118919683,0.8872263359346045,0.3267600045132465
racket,162,0.2779006654835187,0.006638682964802869,0.30852669283940315,0.4069339587122753,0.9357904695610533,0.8856473435244065,0.11173178258709114
racket,163,0.35228747220339013,0.013900629664148751,0.2882984471681777,0.34551345096428354,0.9498556677496724,0.8973977674666781,0.22028797059962998
racket,164,0.3018567682136527,0.007582124057396228,0.2968798936766887,0.3936812140522623,0.9390290852162103,0.8855012492395983,0.12988787958895268
racket,165,0.3399171421962857,0.02629836984816119,0.28227274441803185,0.3515117435375213,0.948582289480021,0.8977337940612314,0.35292466908800985
racket,166,0.3377428250853087,0.013625247280957912,0.2670899491398858,0.38154197849384763,0.9418923426572338,0.8803453748306409,0.2293347618213717
racket,167,0.3293661814405199,0.014192733540488032,0.30562194967964135,0.3508191353393507,0.9487303494331547,0.9011489153325242,0.21407121322594552
racket,168,0.35962531881916665,0.01449320147607959,0.2505554297873216,0.3753260499174322,0.9433219065801434,0.87595858402768,0.25204021963948725
racket,169,0.3403803177652438,0.007089928446052203,0.2598014898423027,0.39272826394640137,0.9392573556787368,0.871726280659247,0.1371378805453485
racket,170,0.32321115483642504,0.01654668226429198,0.30881767985412745,0.35142448304515567,0.948600958157967,0.9025193219975856,0.23915637821654548
racket,171,0.3267784772955488,0.01616485735185573,0.2769219039365748,0.3801347614160207,0.9422181090667168,0.8851904292287468,0.25422188799359097
racket,172,0.33261850269620025,0.006261005959205738,0.2739206545589697,0.38719983678562425,0.9405697830478216,0.8785833049682392,0.11767676880437376
racket,173,0.29097814805548583,0.006598807805254378,0.2915782371270538,0.41084480701220605,0.9348113385805455,0.8789002654382915,0.11665954351122713
racket,174,0.3138844083775728,0.014196950064639155,0.2766558954153306,0.3952627461424574,0.9386489024017809,0.8803608575415606,0.23038092615063416
racket,175,0.2779124510950091,0.009471835091958751,0.3042730870177366,0.4083426267952955,0.9354390471544457,0.884837394773179,0.1539005722912462
racket,176,0.3137056247937098,0.01887639691145724,0.25549781066758664,0.41192016762724637,0.9345401882837822,0.8694663319921325,0.30042441675290715
racket,177,0.3675486941728744,0.013087192685950839,0.25069833719615475,0.36866577594502015,0.9448270976276961,0.8773779505358351,0.23328688992106966
racket,178,0.28241748276772316,0.01590159209642678,0.3080284754622864,0.3936524496735636,0.9390359843350393,0.8916439502242914,0.23196446170740995
racket,179,0.34166434227976794,0.012899682930459485,0.24754866424572883,0.39788731054404386,0.9380142654571955,0.8674756252995334,0.23249338988706164
racket,180,0.3016012460636297,0.018877916192842993,0.27615023375952186,0.4033706039840054,0.9366731795808126,0.8797219891824463,0.28496032909115226
racket,181,0.33444289677596184,0.01177541146582266,0.30315305690161687,0.35062863485659856,0.9487710257333394,0.8998179089178794,0.18552812771491853
racket,182,0.33926714685734416,0.006992937832909482,0.27941045760414657,0.3743294577055998,0.9435488631196992,0.8844078288713089,0.12758713907963024
racket,183,0.29038528943256425,0.01710785938993778,0.284301227929298,0.4082056232482,0.9354732874560272,0.880721724820522,0.2597922292717568
racket,184,0.31563221145784637,0.013079950106159024,0.31247802469827607,0.3588098137377186,0.9470055983936699,0.9007274098144508,0.19711884965640664
racket,185,0.299905413105242,0.0202258423098817,0.2727993057512713,0.4070694388336049,0.9357567322657708,0.8780250839942344,0.3016563171392971
racket,186,0.29135012046809333,0.02112274080168412,0.2933508577782667,0.39417628095195584,0.9389102569608809,0.8886165433782316,0.29613337278372515
racket,187,0.36157219200300045,0.019769330807190986,0.2659090096423269,0.35274946754748165,0.9483170257677136,0.8900932062044968,0.3029163638065225
racket,188,0.32550788605591735,0.025722387298696546,0.23359260764280373,0.41517711900258236,0.9337138413651549,0.8619906979659061,0.3895064463522926
racket,189,0.2790407003340088,0.013387411939455474,0.299408097862672,0.4081637898638637,0.9354837399100858,0.8845729448570729,0.20707742196954104
racket,190,0.3664819152413564,0.016198905351389008,0.24536007182645259,0.371959107580802,0.944086210233068,0.8754968964187856,0.277701323405198
racket,191,0.300035629174353,0.007168633868062739,0.2819848260118974,0.4108109109456868,0.9348198718764315,0.8756002635904161,0.1290820673300306
racket,192,0.3256040144054307,0.0077656761280846965,0.27905133034674895,0.38757897911973566,0.9404804166820095,0.8809555116510875,0.13975549096930745
racket,193,0.2857544779209679,0.005701554071601104,0.3008388277144169,0.40770514029301413,0.9355982561663767,0.8826108984182837,0.09967686382072882
racket,194,0.32497090731180833,0.004588922788237791,0.23793525577205085,0.432504914127903,0.9291841103376247,0.8486552659937823,0.10044377697091667
racket,195,0.32437533315407246,0.01590069941816247,0.28018328836050194,0.37954067906726313,0.9423552610714294,0.8863780121434043,0.24898121029998574
racket,196,0.2983845975959057,0.01266746659553243,0.2837471399670118,0.40520079584155,0.9362209197469104,0.879739067391498,0.20661565606233964
racket,197,0.33245558141836595,0.015793705652443767,0.2893119005839881,0.3624388123452021,0.9462101386469776,0.8938217792472753,0.2421586656761805
racket,198,0.33926598100483507,0.013920616619663788,0.26603029114368965,0.3807831112318115,0.9420681740419307,0.880267884641233,0.2338488138514936
racket,199,0.34449235885937224,0.017671449759350553,0.2588745785095465,0.3789616128717307,0.942488732183943,0.8794813083426403,0.28465416738302746
racket,200,0.3026803054865576,0.03498458248219974,0.26757210773759,0.3947630042936527,0.938769216229945,0.8845833545049501,0.43246470103197804
racket,201,0.30803564539004097,0.010055086773455473,0.2857562071882547,0.3961530606482489,0.9384341407021043,0.8818957528660787,0.1704204869701591
racket,202,0.37771238706959775,0.011489225554988384,0.24272521805455613,0.3680731693208579,0.944959716707208,0.8735238325011075,0.2160833604469805
racket,203,0.32348968810382334,0.025599943586699606,0.2688057846404131,0.382104583669064,0.9417617493754288,0.8851214706109751,0.3571690290190443
racket,204,0.3479374532246186,0.009133313987468283,0.24208967022810599,0.40083956255980724,0.937294786389582,0.8623995837823344,0.1797269382904443
